product_code;visited;add_to_cart;shipped
8613911702;320224;28561;4632
21744118910;121031;18319;3660
13526787831;228614;17466;2402
13126794949;151542;10293;1851
21650632631;121937;10006;1780
18550622861;113438;9439;1594
11565155219;125675;9791;1535
21258407754;125448;8773;1352
9728363253;134991;11071;1431
14893395013;126542;8234;1408
13339139202;149293;10452;1349
13771170306;87152;7447;1113
21355600190;105657;6912;982
10665425845;54816;6176;973
22123913665;41056;6082;942
10832427841;76593;5433;920
3897196788;91031;6398;930
16835940080;98947;6638;925
18044128362;19222;3952;931
10641817617;99579;6748;898
12384811285;70555;5683;870
12637527360;52803;5862;864
12475176665;54489;4799;842
10333804600;94809;7309;838
16582218681;41819;4625;740
13839092658;84939;5012;728
13738991750;39196;4215;723
13236144956;82297;5638;728
13538840040;40745;4639;718
22500861026;66506;5122;696
10864180158;41108;3785;686
10063888944;94661;4693;711
8598314632;84250;4366;693
20859236201;46231;4686;683
20225974498;94309;4934;696
10381751340;33977;3590;674
17068212562;49754;4039;654
11024832398;58570;4087;605
10465582081;60428;4230;637
12539163349;50273;3645;634
13271179926;33355;3349;610
10433811444;34795;3369;590
19807811349;73357;4044;596
11965592536;98167;4274;572
10832440363;54165;3770;571
10164678040;34144;3229;567
12136718322;35709;3456;548
16259285491;116896;4107;555
22702217284;44243;3206;539
17927388624;32745;3541;529
4092812158;55882;4325;531
5882490504;36355;3271;519
22513661122;38611;3607;536
20454987728;36190;3165;517
11865576502;47056;3425;506
7179771729;51456;4057;493
23313657330;56845;2857;478
13424100269;45241;3596;499
13236139561;47757;3118;492
3775504845;63559;3786;474
20050629846;45773;2988;472
18030742717;29535;2940;480
12238328454;23480;2613;465
8771022919;82857;3787;453
14084403050;54610;3486;459
12269708242;46974;2851;463
22820677306;35536;2781;458
19930753150;31084;2588;462
12939670158;22696;2210;448
20554984020;37364;3313;453
11815060134;21546;1696;459
12037594445;25942;2875;432
22523919554;19454;2676;416
14143370739;24671;2327;441
22719896384;55604;3190;408
15380063195;47481;2946;404
13436912701;19096;2106;406
11476536398;32490;2460;416
11148978920;43495;3151;411
10791373171;35028;2650;407
9281480210;60303;3462;393
14814306196;43876;3087;403
13236628375;34602;3286;390
8977877422;30199;2555;394
10865605648;35076;2731;384
18114534860;22964;2085;384
11864193100;16480;2099;375
12039104753;16607;2070;375
19946338808;18438;2115;378
10913933922;42316;2659;362
23813658662;28416;2139;362
13439660505;14816;1655;360
17872326222;55098;2505;356
15190741602;19094;1965;357
21971755859;52671;2375;329
8893865185;53247;2968;358
12210837250;38499;2433;335
11865596828;36962;2469;341
11557014088;27708;1993;339
19068339200;25811;2313;344
20034577288;15076;1886;343
13270316924;17185;2020;335
14730190596;24772;2407;336
11364686050;16463;1719;329
22213660699;16657;1588;326
13336823456;17841;2003;342
10065515656;25649;2339;332
19203479089;57520;2498;323
13806478771;67880;2752;337
19725977127;48961;2380;318
3778096641;28404;2262;318
10565876493;29846;2028;328
10181756947;10789;1428;315
22102040466;18650;2148;320
13838370781;25778;1846;305
13936843754;11827;1434;318
14547583759;47350;2315;298
12139054149;38224;2164;299
17789964242;40455;2233;298
18455599774;30858;2149;297
17180997234;15066;1650;303
16669359802;41708;1826;280
2984513608;43865;2529;287
12975175491;14285;1583;289
19413859332;18468;1792;280
16089836863;33338;1966;275
22102042792;18235;1632;283
13036746447;16318;1728;287
13839568751;38611;2243;270
20225975308;28184;2075;278
19957629020;19711;1368;275
18357355447;19645;1401;262
23723911995;8839;1561;264
20445196987;10636;1340;267
12738263358;10693;1382;257
22823924219;10794;1512;263
14774336846;13556;1565;259
17712557854;44363;2120;249
10765170844;23967;1729;249
5685854374;20011;1649;258
12939602159;38749;1988;246
21473167871;10315;1489;258
15611549807;15133;1445;247
14793004193;22039;1859;256
16881076757;31073;2035;245
20057666202;19021;1308;242
13893565725;23028;1375;242
13606484333;63145;1883;230
22520677439;18488;1441;234
20857367164;19781;1555;228
13639032717;20894;1691;237
17973088088;20652;1550;228
16569361863;31198;1794;226
3579874118;42604;1779;219
19657666853;13282;1218;222
20472116768;16002;1283;216
22403304887;13423;1234;220
22119237063;19969;1234;207
10320450533;23401;1444;224
21145402671;8630;1199;207
14404193665;9303;959;217
10385312701;9586;1047;205
12779281502;37139;1699;205
12010069536;28764;1375;217
12358521275;43466;1419;207
13639053150;9111;1099;214
22205736121;29963;1989;206
12938414752;17848;1403;201
18432907169;15264;1035;206
18438896252;27766;2171;212
10513913625;25310;1519;206
21455595545;24821;1657;204
21420259093;19915;1277;210
11465886337;11488;995;200
15726925975;16169;1330;202
14147889165;22154;1564;204
10081758570;11998;1183;199
22123922175;8199;1216;204
13737503195;7819;1040;194
22720680123;22446;1483;192
8898276882;10144;913;195
11364327231;9321;1089;194
12938915339;6010;790;192
22926855749;9095;1311;171
14653598711;12921;1035;180
18057666170;16251;1012;188
4297646724;24677;1274;184
12536767183;6816;695;188
13496724977;5704;834;186
16447418731;11509;974;172
22902039682;11947;1123;178
12275176254;10472;1166;183
13039132787;21862;1429;165
18562772963;38781;1704;180
18657666053;7976;814;172
22320919027;12161;1104;169
12739004072;13132;1015;170
16892106793;14564;1258;167
19440091546;7765;1049;165
11587776428;26537;1338;172
13039005137;13644;1250;166
3895412181;20206;1156;157
22519880059;17227;1174;156
10477512124;8201;983;168
15496402216;10144;1124;164
10365882473;10124;813;159
14684401446;22957;1285;160
14405235472;8743;949;158
23123923733;5943;907;168
15311551666;8577;809;166
12539203477;24812;1218;163
20772031696;15225;1098;151
22518120820;13085;1121;157
19947677258;21206;1251;154
15250094476;11236;940;152
20466288343;27031;1208;168
11664689632;6539;847;145
19672568301;11574;1136;151
16386408408;7178;768;155
9195978775;14542;1136;155
19257658984;17242;962;158
17008667794;44220;1622;154
17112525448;28815;865;150
12738848154;7286;790;149
14791248316;5619;755;159
19446790107;7273;813;149
13424101000;20678;1192;150
10363884371;19906;1073;151
12038405071;12065;913;148
13938353089;7523;764;145
19171752269;14928;1204;144
7071417874;16961;1040;148
19242736905;10776;1178;149
19968338850;17319;1220;147
13336683266;9042;823;139
23317419578;12797;915;150
23220915888;10443;907;144
15477908684;5670;719;146
21644149161;21272;1200;140
13738977817;8877;909;143
11777512840;8338;830;137
18751603599;18487;1000;146
18255600141;26328;951;145
17446354857;6115;741;139
18334580163;6373;780;143
14433358851;5820;595;134
17612642512;24434;1114;135
10274047649;6668;668;129
11664281660;5990;738;135
23018882174;14592;1004;127
20814536671;7165;677;137
19957363525;11213;903;139
14174291592;5181;652;140
19971525387;13698;902;130
13938239861;5782;630;123
16946048493;11366;911;128
23602237159;7612;827;132
13683261870;12055;973;132
23819877470;14467;967;130
12439075363;6134;714;132
23423903766;4530;605;132
12636932220;4782;721;122
11665435388;4525;627;131
15540568918;5879;573;125
14657307951;14804;1070;120
13197222528;10267;639;129
12739109083;4642;646;124
19059504003;9560;946;124
12270328738;5139;672;130
13836723403;4595;544;123
21057632976;8435;804;118
18135592452;5258;640;120
13439662216;4443;477;123
21659732423;9331;910;117
19557635845;10690;825;113
19371526219;13943;889;121
13438894027;4673;631;115
14264551513;12649;1115;119
19447698759;10936;860;114
21573170402;4853;655;117
21657652135;10248;739;118
10669977678;10912;656;114
3196410917;23582;970;111
15895480485;29616;1130;116
12837265805;4440;507;112
18342744425;11120;1221;112
10187288063;7302;569;111
19330787352;5105;502;109
13182145983;10749;762;107
15863227680;11658;844;101
18230114307;6275;467;115
17845170387;5229;669;100
14830192780;5160;584;106
12138317648;4060;590;106
19844162904;10260;771;108
23803626503;7643;732;107
15464555804;5539;613;100
18557657523;5992;639;109
13738406505;15338;874;92
20857661639;7154;529;106
22418132416;15189;630;101
13238376563;5231;499;102
13497191068;8666;622;101
19166289160;19958;789;98
11764988546;12271;623;107
19957364068;9434;599;104
12139671247;4125;418;98
17988452618;4916;606;93
9909196667;7235;583;89
10965506753;8654;745;93
13438096769;8830;591;88
13538258574;8997;539;95
22518123965;9103;771;94
17088375776;7556;639;89
20766288570;22761;813;92
16745373067;7192;631;89
11265507196;6143;550;86
12598100383;8836;644;95
16739082559;6371;619;91
18464424585;11870;635;85
13238977511;6249;674;91
22323923415;4849;619;89
20132873718;3624;454;90
18857633254;3938;446;80
16684805770;11900;665;81
23719234338;9254;720;89
18859331909;9004;755;86
14151166206;4598;565;89
18046791212;3853;381;83
13739106973;3703;502;89
18934564711;3898;480;87
22119236456;11107;797;89
13575162022;4543;406;84
12398234967;3992;522;86
13278356253;27519;621;81
12138422530;11113;779;76
12537498316;8159;546;84
14496224702;9786;630;86
21357368071;4599;435;76
18570889708;7584;603;83
12838350176;10314;353;83
20427689508;4392;423;75
20135600225;3047;346;79
16681120965;3779;488;86
19371752680;8740;642;77
17546366479;3804;455;77
18438268735;7178;542;77
16692664659;2834;387;79
13939159707;4800;375;80
10924991559;25999;697;77
10541836979;20721;528;76
17583702312;2083;354;79
15546368915;5498;431;80
21650731956;3842;404;71
18944159095;12312;648;74
15133362070;3022;340;73
15233348949;6041;388;71
11365182156;2713;325;75
15650320433;8176;499;61
14530202419;4324;371;75
18830104789;4756;329;68
12586992717;1617;188;74
17406918419;5401;520;73
13438974277;4458;475;69
16937020339;5982;567;68
16241429053;4650;459;66
13038870322;5820;416;66
19171883887;6418;513;69
11764999843;4896;429;64
22018885153;7339;499;70
18845396023;2859;365;71
6970466034;6692;460;66
17754845784;1352;190;73
10092896010;2995;348;70
22905030710;10438;447;61
21569132419;6473;542;65
8795896020;3287;426;62
21173170869;3081;357;62
19835603828;1843;249;55
20230110010;2367;292;58
16716109059;4299;357;62
20954895307;8845;532;62
13139649183;4946;372;65
10264582629;6886;577;62
16542767979;4925;484;60
18373174875;2874;332;62
12439601259;15394;455;62
13937356040;4777;439;61
12275812340;5484;388;56
15105232692;3851;345;64
15147522765;5814;396;54
19945212813;3411;419;58
22103357043;5906;445;60
21728687027;4609;366;54
12575811800;9798;671;61
12838885374;5375;303;58
10965015269;5137;384;58
23723915521;3439;306;50
11864990456;5973;407;53
19330107057;4672;276;56
14996150303;4180;393;55
19735595948;2227;243;56
13254107163;4258;355;52
9696032140;3877;395;54
14268730214;2854;323;58
20930408754;7097;461;55
20849621966;2783;292;48
10964541893;2460;222;54
10797668022;3637;296;53
12139210089;8155;419;52
19968339431;5017;402;50
22200300765;4386;403;47
23219878621;6966;487;50
21237827356;2730;266;48
20567007274;3309;207;53
19830579247;1981;206;50
22317421396;5609;400;49
21915160867;3152;343;50
18942807691;2448;255;45
14494580769;1671;185;52
20159999782;9517;386;46
19243293019;2343;288;47
21144438675;4228;423;47
14490716671;2821;327;48
21145198598;1609;202;46
17030886578;3277;331;43
19273175426;2581;249;48
19052065735;1185;158;41
11965174152;1921;248;47
10964982868;6586;286;49
15465558220;2764;307;43
19371828359;3423;328;43
13039657594;4148;295;48
15417890544;3266;264;43
10565872004;3073;243;44
16482487649;1563;175;47
16302281023;2914;257;45
19271137364;5379;367;42
10231515882;2522;70;2
10165864661;3176;271;40
19259736456;3903;249;42
23823913607;3644;336;42
10265604889;3795;272;43
19257624125;2984;260;45
12339660157;3675;265;40
19348197110;5224;329;39
11980883684;2367;236;40
11865868411;3935;270;42
15491478965;3963;326;46
14374321080;1806;178;37
19347699617;5444;287;42
13790646032;2430;356;45
12498084714;3603;231;39
11787547316;2242;266;39
23118469785;2482;216;40
13138112765;6131;247;41
18350724826;2052;198;43
17427384926;3088;282;39
13936842703;4571;240;32
20157670046;2062;147;30
12336901127;2411;199;39
11165176138;3369;259;39
12939202245;4077;271;36
17441206886;2993;209;31
18464436183;7214;247;33
19767011474;2095;180;30
18644426597;1633;191;36
20745596941;3852;310;36
22809321737;2663;245;38
18948201684;6603;269;35
13895413228;1093;163;37
16632922348;3398;219;34
19767006553;2142;218;30
13838854164;13111;286;33
16189015602;1272;112;31
20718083311;1577;155;33
14862199926;3108;201;33
16740821706;1454;173;31
10064591996;11267;228;33
21830799355;2905;226;33
23519049184;3888;268;33
13466163323;2054;231;32
10892272598;3141;317;34
17827396690;2148;199;35
22515035128;13938;626;33
11664655295;4511;243;31
18859504528;2495;203;29
16441948420;2107;229;32
3095218279;4979;300;32
19657652955;10393;215;30
17488952121;2213;218;34
12137505667;2409;216;29
10565174719;1552;138;33
11492748271;1859;165;34
17981104742;1833;171;31
16532924388;4102;279;31
10664980108;5115;239;31
15943366818;3454;109;32
17247457395;1600;183;31
23518471516;1929;203;33
13137502407;3186;226;32
20530388222;2000;230;29
18934155563;2886;250;31
10985313122;1527;173;33
10965180525;1658;181;28
15743374308;3365;168;31
16792274947;4076;282;27
20332612841;1466;131;29
20513853605;2178;171;28
12738890128;2096;149;29
10997744466;1476;188;31
16024658477;6808;190;30
11365519940;3969;164;26
18471883461;2180;249;27
18567005294;3485;263;29
13739023932;2734;220;25
18551031098;3576;235;26
10264537645;2662;141;24
18944422643;964;108;27
12938992594;1771;167;28
21168408593;2042;182;30
18359503105;2430;184;23
20957667590;1810;112;24
9598420218;3157;142;27
13539173925;1882;150;26
17588932713;2289;162;26
20642854355;1759;188;29
12939040516;4715;248;29
13039029474;5059;218;30
18343755689;3071;211;28
19868405974;1940;164;26
18637843614;1895;143;28
13639619576;2098;154;27
8595944849;2133;153;22
23809949191;1920;134;25
14546367616;1022;94;27
13339103709;2923;92;22
17222535712;1378;169;20
16152750953;1922;187;27
8895879405;7666;162;25
15362191904;2280;160;27
12138399073;2067;132;27
13737539701;3829;183;24
14260926960;3066;203;25
10565007160;4107;242;25
20937839581;1406;108;22
16119932110;2738;187;27
12538129493;3136;182;23
13039641046;1359;119;19
16486817769;3824;208;25
17930888613;2186;165;24
12490778598;1271;110;21
18730607770;887;109;22
13036860841;2627;91;24
11065171156;2231;172;22
19657651807;1756;103;21
20067794966;997;86;19
15633352774;1763;127;21
11265593475;2320;97;22
15452305067;2340;141;23
18551227120;1470;110;20
17306913360;1133;116;22
19718088159;1366;94;20
17788958564;1413;124;20
21811516852;2376;160;18
14962188902;1306;134;22
17539085351;1199;109;18
13637491580;1860;117;17
17981122946;1165;75;21
13186425182;1216;131;18
22820702701;1949;148;20
19430516167;2840;120;22
17812532926;5827;200;19
22017423346;1671;151;19
22920900771;6134;351;19
19344166273;7258;241;18
16016111638;2076;83;20
21846774559;1694;174;19
12339185768;2236;150;20
17090982439;1522;121;18
20263034577;1620;174;20
18827470923;1123;132;18
13282296358;2069;103;19
16239096067;1974;135;20
18127683979;1751;159;19
22802239101;1425;97;20
12939045061;3133;176;17
11465008481;2289;155;18
15873297898;1716;126;16
17788904891;2827;152;20
18734562142;1111;93;17
22717626059;1792;123;20
20228701411;1928;96;19
11665883371;2131;55;16
15771379858;1767;120;14
13838973825;1744;119;18
16080341124;1170;130;15
16506926240;1141;70;19
20770888190;1472;105;19
16942762856;1056;102;15
12638433050;1192;83;18
20400158416;1016;84;17
14171633182;803;86;17
17730865393;2237;102;16
13238413162;2228;135;17
11997847329;1229;108;18
10964191616;2831;108;16
17221017234;1357;75;16
10065871834;1345;108;15
12037316673;2627;114;16
17722534502;1149;115;13
11620447859;4406;119;16
12877955866;1320;111;16
13737289484;1612;89;14
19937833733;1728;93;15
22220704549;1970;134;17
12138775114;3828;143;14
12737282298;1442;81;17
12138887265;2615;109;14
7275428535;2482;149;16
21557692834;1368;61;14
18659038685;775;92;14
8758820546;6297;108;15
20637845943;1939;150;16
23120254563;2048;150;13
13439631425;1209;136;15
13339168713;3404;134;15
21757661296;1122;68;14
12497823055;815;89;14
17142588615;851;52;15
9499224514;889;94;15
22221662805;1670;147;14
23917623484;880;95;15
16882204041;746;93;15
10164664998;1667;119;12
17041981623;1202;85;15
20643749973;2377;119;12
10564196035;4187;47;10
10964658853;1974;68;11
19837845512;1169;90;12
19057630442;1117;48;12
17347452106;1137;105;11
12637287126;1924;60;13
17980997067;856;83;11
18257672674;879;58;13
22321663523;2612;192;11
21471257653;1321;103;11
15882559447;616;57;12
11465519212;3326;68;12
16917019580;1018;60;11
16146360526;913;68;10
17627400193;993;96;12
16225336983;880;92;10
10264198284;3180;78;12
11365608447;1606;88;11
12139188325;1909;103;9
23603626003;1315;98;11
13280330764;470;32;7
15371386012;451;34;6
10165516194;1755;122;11
21930795482;1398;88;11
14146370007;2103;64;10
10177518487;2276;52;10
17908666502;2259;96;11
16488906020;1124;84;10
9705545817;2432;97;10
12538124173;3007;121;10
11165188616;1756;69;11
13639183966;1555;36;9
12039175188;1846;73;8
13537288571;1597;65;7
12372127570;5523;107;9
11089607050;660;26;9
12436747777;1654;54;8
10260104082;5018;75;7
13539184873;1111;54;7
18568545928;593;44;8
5370468492;1408;44;9
16360835355;1184;88;7
20772041553;1913;123;8
12136929668;4020;51;6
11065511741;1368;31;7
23917626666;1782;67;8
14191036668;331;26;8
18937851575;648;47;7
10788877653;476;49;8
10164250249;1609;35;8
11865866972;1020;69;8
20257658329;446;27;7
13636822088;5196;53;8
12836684805;4214;48;8
21550194634;746;63;7
23617419332;558;31;8
16560166728;618;66;5
12436893259;2439;59;8
13539012537;1432;52;8
22421659275;791;69;7
16541978901;546;22;6
14979028392;284;25;4
18772379169;1633;86;7
20770887970;1275;51;6
19745599781;870;63;7
12338448759;1389;58;6
19257664169;1041;54;5
16735982670;576;54;6
12338096759;1234;44;6
17777739316;1021;47;7
12537260873;2881;59;5
18457694626;342;35;6
14594328856;3854;66;7
23321658507;1247;116;7
16706932319;596;55;7
22815677725;7518;76;5
12989823803;775;56;6
19104902844;1624;61;6
10765422470;1776;32;5
14761455665;981;23;5
13538461513;1613;29;5
11665510388;1336;77;5
12636905449;1643;31;5
11465584081;2623;54;6
18974107455;301;31;6
19416173525;310;41;4
13536839409;2509;23;5
15974339995;1419;24;3
23820252079;697;54;6
18330340916;273;31;6
20257621805;1578;36;5
12036725449;2855;39;6
18813855664;583;41;6
10264534801;987;14;5
14183539818;481;43;5
18832617098;488;41;4
12136707297;4427;40;4
13039085112;1322;21;4
12936758678;1648;25;4
21370960072;413;34;5
14114308825;396;15;3
13338165746;1607;26;5
11777879502;763;24;5
15369239481;673;51;5
13739015471;881;45;5
10364530272;2220;48;5
23710407051;528;38;5
13936114471;258;12;5
13139159069;1727;22;5
15671652793;466;35;5
12136703949;5077;35;4
18257665772;357;44;5
12586241038;1409;36;5
14866247700;724;48;4
23117628663;617;26;4
11165592373;861;19;4
18272377472;736;47;3
11064685417;3944;38;4
13236841845;2635;39;3
20872377335;683;62;3
18070962307;643;30;3
9196045458;1907;44;4
12337269677;995;9;3
20672041757;1600;93;3
12737550874;1835;35;3
13736844974;138;8;3
18956176406;477;25;3
21846778401;714;38;3
12490666576;609;16;3
15119229246;773;13;3
13539028137;1807;44;3
10564240256;520;23;3
13336139271;415;12;2
22818127266;2858;35;2
20757632187;228;7;2
17355550307;342;24;2
11480885033;3179;16;2
14478250181;374;38;2
16539100787;417;4;2
14274343664;1016;13;1
12386106863;398;8;2
15711553397;2358;8;2
15471651436;348;26;2
10164241337;162;9;2
13639157899;597;8;1
13736864450;2111;33;1
13239136826;700;8;1
12038324896;386;9;1
17082091058;2523;44;1
12539078950;245;7;1
13236878319;502;18;1
10320451068;146;5;0
15178247587;283;8;1
9095910142;1524;8;1
17546195138;337;21;1
12339117699;62;3;1
13805857786;28;2;1
15279031966;214;8;1
19846772425;888;12;1
6044933111;4;0;0
3304275896;1;0;0
5479175744;3;0;0
4034718479;55;0;0
3404277801;1;0;0
20339857474;0;0;0
3404124008;0;0;0
13519699346;13;0;0
6804185661;1;0;0
7319381794;2;0;0
7252478089;66;0;0
9112580138;2;0;0
4104162695;1;0;0
4504020231;4;0;0
4016163185;1;0;0
13639607466;0;0;0
10018270000;13;0;0
5144928208;1;0;0
3604254826;15;0;0
6655801969;13;0;0
7619385891;7;0;0
4143957049;9;0;0
13938303688;2;0;0
4534717880;1;0;0
9615018141;2;0;0
7445259579;23;0;0
12137266985;1;0;0
11722025533;5;0;0
7304153305;2;0;0
12439636044;2;0;0
4515238633;16;0;0
6019387209;6;0;0
12002121927;22;0;0
9615982989;8;0;0
9213737643;0;0;0
8239805246;26;0;0
3053677655;19;0;0
4158104220;9;0;0
4915162367;11;0;0
3604254342;0;0;0
7904163567;2;0;0
6759650881;26;0;0
11765402796;0;0;0
4234715788;5;0;0
12139049923;4;0;0
9371024287;29;0;0
12838843016;0;0;0
10534516266;4;0;0
10065109989;0;0;0
10934537556;10;0;0
7904148982;1;0;0
8415843472;2;0;0
7143954887;16;0;0
5316166358;6;0;0
7459650887;47;0;0
5404184560;1;0;0
3785331597;70;0;0
11406682825;25;0;0
9115828818;0;0;0
12838277155;0;0;0
6316166914;9;0;0
17917347143;0;0;0
5819392051;10;0;0
22603158894;1;0;0
3519485409;1;0;0
4919383037;9;0;0
6819375601;2;0;0
2918387085;4;0;0
4940251559;16;0;0
3204346391;10;0;0
14559657366;2;0;0
13838292131;0;0;0
5978406872;11;0;0
7777626342;1;0;0
3778502698;0;0;0
17918553946;2;0;0
6319382609;21;0;0
10241790972;80;0;0
4904188099;1;0;0
9415961127;0;0;0
7417552431;4;0;0
3167056569;2;0;0
9715598429;0;0;0
17117351333;2;0;0
10011751181;28;0;0
5988500612;0;0;0
6642390404;1;0;0
13939104606;23;0;0
13539104629;0;0;0
6919390963;8;0;0
8615838162;13;0;0
11285288249;0;0;0
3804261942;5;0;0
4316166846;4;0;0
11565201324;1;0;0
4604176928;10;0;0
5442195254;2;0;0
5355669650;11;0;0
7004176193;10;0;0
3167062473;9;0;0
16941432125;186;8;0
15946280931;0;0;0
11065193674;0;0;0
5604019389;1;0;0
14047488587;3;0;0
4404146401;3;0;0
5334715278;8;0;0
7479529357;0;0;0
4104166204;3;0;0
10465845636;0;0;0
13338805483;1;0;0
6604149020;5;0;0
16240356352;13;0;0
3204176727;0;0;0
7163886382;1;0;0
10064538256;0;0;0
14719236521;138;0;0
9013773775;6;0;0
12306501482;52;0;0
11488915753;3;0;0
6534714664;40;0;0
6543207463;25;0;0
13436741005;0;0;0
6241079787;19;0;0
5150615908;2;0;0
8815276047;1;0;0
9153370215;6;0;0
12338427328;4;0;0
5315083995;3;0;0
15956587923;0;0;0
8977957350;3;0;0
6916165462;2;0;0
15126065597;1;0;0
3853175901;75;0;0
7404188813;2;0;0
4254335218;10;0;0
12238278717;3;0;0
5534705861;1;0;0
13919693198;9;0;0
9604988995;154;0;0
15146281473;27;0;0
7591187485;1;0;0
5019377220;17;0;0
9704013300;27;0;0
9081487608;7;0;0
6104030182;21;0;0
4416157802;8;0;0
7519378797;8;0;0
10165195282;0;0;0
6038724282;2;0;0
10965173756;0;0;0
11765093072;0;0;0
4104018812;0;0;0
9115836898;0;0;0
13773927318;0;0;0
6979300116;1;0;0
11834508206;1;0;0
5916162275;10;0;0
12580415929;0;0;0
13638440337;1;0;0
6167295679;13;0;0
5716166538;3;0;0
7043206787;31;0;0
9342394441;18;0;0
5679533634;1;0;0
7804165309;1;0;0
16126084808;4;0;0
14314328218;31;0;0
11164218952;0;0;0
9781485901;6;0;0
6215234510;0;0;0
4015239252;4;0;0
13980685529;1;0;0
6416157515;1;0;0
5719376403;1;0;0
13239155712;229;0;0
13939610310;0;0;0
6619385332;9;0;0
11402989812;4;0;0
3504256148;10;0;0
14660279890;2;0;0
9384456424;0;0;0
3149608819;6;0;0
7504160487;14;0;0
5804159764;4;0;0
14023621661;13;0;0
10432429108;44;0;0
10365090542;0;0;0
6319387720;7;0;0
8215260862;0;0;0
5043208877;8;0;0
7180373891;0;0;0
9815974405;4;0;0
3149601366;0;0;0
13739032679;8;0;0
5978425136;2;0;0
2916623772;0;0;0
8296051467;0;0;0
11085288227;0;0;0
7304178658;8;0;0
21511532428;0;0;0
5404178774;1;0;0
11964298036;0;0;0
17673410554;26;0;0